,IDX30 Index,,,,,LQ45 Index,,,,,KOA Comdty,,,,,XWA Comdty,,,,,LMNIDY Comdty,,,,,COA Comdty,,,,,LOSNDY Comdty,,,,,HGA Comdty,,,,,USDIDR Curncy,,,,,XAUIDR Curncy,,,,,RR1 Comdty,,,,
,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
Dates,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW
9/8/2017,531.198,531.209,4840111200,532.498,521.605,975.853,976.464,9443568000,978.45,958.695,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12115,11524,39759,12146,11840,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20950,20775,#N/A N/A,20950,20775,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13348,13204,#N/A N/A,13348,13203,17656552.1,17717922.11,#N/A N/A,17966782.14,177602.818,12.445,12.455,423,12.445,12.415
9/15/2017,532.204,531.566,3959913300,533.848,528.154,978.057,976.69,9185519000,980.716,969.425,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11550,11009.5,45274,11550,11000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20875,20675,#N/A N/A,20875,20675,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13190,13240,#N/A N/A,13269,13145,17720692.11,17493062.09,#N/A N/A,17727132.11,175092.0209,12.41,12.805,338,12.825,12.41
9/22/2017,531.907,535.613,2917776200,538.216,529.193,977.377,983.356,6886183000,987.795,972.516,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11085,10342,65250,11375,10575,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20825,20845,#N/A N/A,20925,20750,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13235,13313,#N/A N/A,13343,13233,17479752.08,17243102.06,#N/A N/A,17483532.08,172535.3174,12.8,12.365,1809,12.9,12.35
9/29/2017,535.215,534.312,5651047100,537.207,528.624,982.965,979.441,12361136000,984.177,969.155,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10390,10415.5,43437,10585,10170,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20825,20995,#N/A N/A,20995,20825,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13305,13472,#N/A N/A,13555,13300,17242832.06,17239922.06,#N/A N/A,17542052.09,172345.2237,12.375,11.995,4810,12.46,11.665
10/6/2017,536.719,537.499,4303481500,543.637,535.344,983.709,984.678,11469915000,995.767,981.191,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10360,10515,35336,10640,10360,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20875,21085,#N/A N/A,21245,20875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13483,13504,#N/A N/A,13585,13458,17227802.05,17253292.06,#N/A N/A,17315082.06,171285.4267,12.005,11.885,2246,12.175,11.82
10/13/2017,537.624,538.73,7614147700,541.284,530.484,985.016,986.884,13430613000,991.896,972.246,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10765,11610.5,31203,11610,10669,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20950,20925,#N/A N/A,21100,20810,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13500,13499,#N/A N/A,13528,13484,17244852.06,17524402.09,#N/A N/A,17573032.09,173354.5207,11.915,12.185,3011,12.33,11.81
10/20/2017,539.125,537.069,12194961200,543.211,534.536,987.863,984.174,17707246000,994.05,978.789,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11780,11670.5,58982,12050,11669,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20825,19925,#N/A N/A,20825,19925,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13483,13519,#N/A N/A,13531,13469,17538172.09,17310912.06,#N/A N/A,17608682.1,173159.6144,12.19,12.075,3080,12.21,11.845
10/27/2017,539.485,537.502,5194753600,545.433,536.216,988.405,985.173,12863114000,999.654,984.153,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11750,11546,33888,11950,11360,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,19750,19800,#N/A N/A,20200,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13533,13618,#N/A N/A,13645,13522,17314122.06,17344582.07,#N/A N/A,17446902.08,172548.0206,12.1,11.55,3765,12.1,11.325
11/3/2017,539.39,549.067,5474190700,552.093,537.087,988.973,1005.549,12221585000,1011.911,984.723,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11490,12682,26436,12694,11489,#N/A N/A,56.6,#N/A N/A,#N/A N/A,#N/A N/A,19910,19700,#N/A N/A,19910,19500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13588,13498,#N/A N/A,13608,13470,17335392.07,17136672.04,#N/A N/A,17394142.07,172213.3174,11.62,11.285,2530,11.62,11.05
11/10/2017,547.756,546.799,4135387000,552.592,546.035,1003.504,1001.141,13066782000,1012.171,1000.082,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12825,12055.5,27691,12830,12227.5,#N/A N/A,58.68,#N/A N/A,#N/A N/A,#N/A N/A,19600,19700,#N/A N/A,19700,19475,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13535,13529,#N/A N/A,13539,13495,17135592.04,17271682.06,#N/A N/A,17441182.08,171864.2236,11.195,11.165,124,11.335,11.195
11/17/2017,546.555,553.113,4196093400,558.894,541.503,1000.866,1010.996,14214653000,1021.023,991.401,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12275,11518.5,66700,12432.5,11465,#N/A N/A,56.82,#N/A N/A,#N/A N/A,#N/A N/A,19385,19560,#N/A N/A,19750,19385,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13553,13528,#N/A N/A,13556,13513,17251322.06,17506762.09,#N/A N/A,17511702.09,172473.0206,11.12,12.285,2278,12.3,11.12
11/24/2017,555.155,557.699,3311992400,559.925,550.178,1014.821,1018.706,11633607000,1022.799,1004.884,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11506,11979,32706,12015,11504,#N/A N/A,56.36,#N/A N/A,#N/A N/A,#N/A N/A,19555,19650,#N/A N/A,19650,19410,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13520,13503,#N/A N/A,13548,13495,17529822.09,17408402.08,#N/A N/A,17532532.09,173259.9269,12.285,12.42,2282,12.45,12.14
12/1/2017,556.504,542.174,5256124900,561.826,542.174,1016.811,992.164,13843117000,1025.209,992.164,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11595,11229.5,38483,11599,11045,#N/A N/A,56.92,#N/A N/A,#N/A N/A,#N/A N/A,19525,19650,#N/A N/A,19775,19525,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13508,13526,#N/A N/A,13530,13503,17409352.08,17331002.07,#N/A N/A,17538232.09,173191.6144,12.39,12.46,3288,12.58,12.215
12/8/2017,551.414,557.842,4834461600,560.922,549.462,1007.956,1017.817,12294111000,1022.961,1004.074,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11335,10890.5,42518,11336,10790,#N/A N/A,57.4,#N/A N/A,#N/A N/A,#N/A N/A,19590,19575,#N/A N/A,19590,19475,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13530,13548,#N/A N/A,13563,13512,17320862.06,16930452.02,#N/A N/A,17326402.07,169009.817,12.475,12.065,2168,12.475,12.025
12/15/2017,559.703,564.929,4966569200,566.675,556.307,1020.982,1030.105,14848730000,1033.26,1014.176,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10860,11522,36116,11170,10854,#N/A N/A,55.75,#N/A N/A,#N/A N/A,#N/A N/A,19475,19125,#N/A N/A,19475,18870,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13545,13579,#N/A N/A,13595,13543,16925022.02,17042192.03,#N/A N/A,17130242.04,168745.4264,12.105,11.705,3838,12.295,11.7
12/22/2017,563.575,578.533,5401399500,578.533,560.397,1028.126,1053.751,12878636000,1053.751,1022.769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,83.55,25,#N/A N/A,#N/A N/A,11520,12072.5,89282,12050,11520,#N/A N/A,57.48,#N/A N/A,#N/A N/A,#N/A N/A,19290,19410,#N/A N/A,19450,19290,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13578,13561,#N/A N/A,13589,13546,17042672.03,17283462.06,#N/A N/A,17299512.06,170733.0204,11.715,11.95,2844,12.045,11.655
12/29/2017,577.361,593.111,2442006300,596.236,577.029,1052.022,1079.385,5918334000,1084.482,1051.47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.85,25,#N/A N/A,#N/A N/A,11840,12705.5,25561,12705,11834,#N/A N/A,57.71,#N/A N/A,#N/A N/A,#N/A N/A,19680,19875,#N/A N/A,19875,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13563,13568,#N/A N/A,13568,13544,17280142.06,17703862.11,#N/A N/A,17767612.12,174348.7239,11.96,11.68,3022,11.96,11.545
1/5/2018,594.562,593.315,3016838200,606.265,576.082,1082.054,1080.152,7840370000,1101.867,1049.588,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,84.75,25,#N/A N/A,#N/A N/A,12685,12487.75,38968,12690,12460,#N/A N/A,57.89,#N/A N/A,#N/A N/A,#N/A N/A,20160,20020,#N/A N/A,20160,20020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13540,13416,#N/A N/A,13555,13393,17697682.11,17690512.11,#N/A N/A,17905412.13,176070.7241,11.535,11.565,21,11.535,11.5
1/12/2018,593.236,593.44,5013388200,597.668,589.082,1080.312,1082.517,13578074000,1090.734,1075.302,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,85.6,25,#N/A N/A,#N/A N/A,12449,12684,62310,12900,12444,#N/A N/A,58.67,#N/A N/A,#N/A N/A,#N/A N/A,19960,20275,#N/A N/A,20275,19960,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13410,13354,#N/A N/A,13456,13353,17702042.11,17817502.12,#N/A N/A,17842162.13,176511.021,11.535,11.58,79,11.535,11.5
1/19/2018,594.629,602.668,6367798600,603.767,591.13,1084.825,1100.19,12459298000,1102.522,1079.408,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,85.35,25,#N/A N/A,#N/A N/A,12835,12678.5,88155,12835,12286,#N/A N/A,59.39,#N/A N/A,#N/A N/A,#N/A N/A,20450,20685,#N/A N/A,20685,20355,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13330,13313,#N/A N/A,13373,13288,17873472.13,17746562.12,#N/A N/A,17919022.14,177247.5211,11.905,12.205,3643,12.27,11.89
1/26/2018,603.26,616.394,7335467400,621.457,601.016,1101.339,1126.36,18976243000,1132.923,1097.459,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.85,25,#N/A N/A,#N/A N/A,12710,13618.5,49898,13749,12710,#N/A N/A,58.41,#N/A N/A,#N/A N/A,#N/A N/A,20770,22005,#N/A N/A,22005,20770,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13330,13311,#N/A N/A,13355,13268,17752162.12,17971962.14,#N/A N/A,18123452.16,177836.1149,12.12,12.335,2286,12.39,12.025
2/2/2018,618.031,606.966,6497009900,618.453,596.478,1129.528,1111.904,16431004000,1130.775,1092.562,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,83,25,#N/A N/A,#N/A N/A,13870,13400,43492,13886,13539,#N/A N/A,56.46,#N/A N/A,#N/A N/A,#N/A N/A,22105,21770,#N/A N/A,22105,21770,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13307,13452,#N/A N/A,13452,13307,17979882.14,18003482.15,#N/A N/A,18150102.16,179673.0214,12.3,12.46,3756,12.51,12.3
2/9/2018,597.411,600.214,8107792100,608.19,592.155,1093.824,1097.663,18486622000,1111.96,1081.548,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.85,25,#N/A N/A,#N/A N/A,13540,12932.5,35445,13540,12959,#N/A N/A,55.78,#N/A N/A,#N/A N/A,#N/A N/A,21750,21180,#N/A N/A,22075,21180,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13493,13629,#N/A N/A,13650,13493,17964422.14,17902182.13,#N/A N/A,18314492.18,178341.8181,12.44,12.325,2528,12.57,12.26
2/16/2018,601.104,605.461,4856005400,610.766,599.051,1098.297,1108.917,15490197000,1117.271,1094.372,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,81.85,25,#N/A N/A,#N/A N/A,12960,13870.5,20963,14150,12960,#N/A N/A,56.4,#N/A N/A,#N/A N/A,#N/A N/A,21300,21900,#N/A N/A,21900,21300,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13608,13559,#N/A N/A,13663,13545,17911642.14,18250512.18,#N/A N/A,18433032.2,180514.6153,12.27,12.015,3046,12.425,11.9
2/23/2018,608.17,606.592,4850473100,616.121,603.32,1113.717,1109.742,17944523000,1128.247,1104.015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,83.7,25,#N/A N/A,#N/A N/A,13600,13723,56467,13800,13549,#N/A N/A,57.89,#N/A N/A,#N/A N/A,#N/A N/A,21830,21650,#N/A N/A,21830,21500,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13543,13668,#N/A N/A,13689,13533,18260742.18,18150692.16,#N/A N/A,18309972.18,180888.8184,12.04,11.965,2407,12.05,11.84
3/2/2018,606.368,601.29,4889455500,607.457,596.492,1108.632,1098.141,13253898000,1110.215,1091.997,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.65,25,#N/A N/A,#N/A N/A,13900,13403,40085,13909,13444,#N/A N/A,56.31,#N/A N/A,#N/A N/A,#N/A N/A,21710,21710,#N/A N/A,21775,21670,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13660,13758,#N/A N/A,13803,13647,18160942.17,18174802.17,#N/A N/A,18301262.18,180327.3184,11.995,12.265,2268,12.475,11.85
3/9/2018,602.76,582.662,4925051200,603.697,575.203,1101.199,1064.837,14078141000,1102.805,1050.175,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,78.35,25,#N/A N/A,#N/A N/A,13335,13814,33813,13580,13240,#N/A N/A,57.35,#N/A N/A,#N/A N/A,#N/A N/A,21670,21375,#N/A N/A,21670,21375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13743,13786,#N/A N/A,13798,13736,18170402.17,18220522.17,#N/A N/A,18422822.2,181725.9279,12.3,12.16,48,12.45,12.3
3/16/2018,585.993,568.033,5948634600,588.425,558.291,1071.353,1037.282,12627222000,1075.376,1021.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,75.9,25,#N/A N/A,#N/A N/A,13715,13569,33289,13924,13682.5,#N/A N/A,57.1,#N/A N/A,#N/A N/A,#N/A N/A,21500,21050,#N/A N/A,21500,20900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13773,13751,#N/A N/A,13779,13730,18226102.17,18081672.16,#N/A N/A,18329832.19,181307.2247,12.33,12.46,441,12.5,12.25
3/23/2018,569.517,556.147,4332379800,570.846,542.196,1039.884,1017.488,10821663000,1044.336,991.598,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,74.1,25,#N/A N/A,#N/A N/A,13430,12902,74010,13520,13040,#N/A N/A,57.85,#N/A N/A,#N/A N/A,#N/A N/A,20630,20850,#N/A N/A,21050,20630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13778,13782,#N/A N/A,13795,13730,18080642.16,18577922.21,#N/A N/A,18610812.22,180425.0215,12.435,12.36,1244,12.435,12.2
3/30/2018,551.543,548.8,3309191300,562.683,540.36,1009.476,1005.678,7130284000,1030.686,990.792,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,76,25,#N/A N/A,#N/A N/A,12845,13253,41667,13245,12841.5,#N/A N/A,57.74,#N/A N/A,#N/A N/A,#N/A N/A,20950,21125,#N/A N/A,21125,20925,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13783,13768,#N/A N/A,13785,13700,18576892.21,18243932.17,#N/A N/A,18628432.22,182315.428,12.37,12.355,1592,12.52,12.335
4/6/2018,549.394,548.964,3507714800,557.334,544.789,1007.063,1007.588,9458374000,1021.181,998.788,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.15,25,#N/A N/A,#N/A N/A,13560,13220,57766,13560,12880,#N/A N/A,56.89,#N/A N/A,#N/A N/A,#N/A N/A,21415,21050,#N/A N/A,21415,20860,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13745,13775,#N/A N/A,13783,13745,18228832.17,18369652.19,#N/A N/A,18556762.21,182388.6155,12.375,12.495,2175,12.505,12.25
4/13/2018,549.6,557.189,3688428000,573.747,548.912,1008.674,1022.638,9227203000,1051.465,1007.71,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.15,25,#N/A N/A,#N/A N/A,13240,13897,45300,14005,13234,#N/A N/A,57.54,#N/A N/A,#N/A N/A,#N/A N/A,21100,21190,#N/A N/A,21375,21000,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13770,13753,#N/A N/A,13775,13740,18356562.19,18540352.21,#N/A N/A,18779872.24,182875.9281,12.495,13.11,4747,13.135,12.495
4/20/2018,558.414,564.051,5397822200,567.395,555.558,1024.972,1034.491,10404083000,1040.657,1019.953,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,83.65,25,#N/A N/A,#N/A N/A,14140,14775.5,105931,15720,13947.5,#N/A N/A,57.88,#N/A N/A,#N/A N/A,#N/A N/A,21075,22050,#N/A N/A,22050,21075,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13760,13878,#N/A N/A,13880,13755,18532222.21,18602992.22,#N/A N/A,18720282.23,184798.9283,13.055,12.99,2968,13.215,12.85
4/27/2018,562.721,514.957,5433004700,563.422,510.662,1032.222,945.638,10168483000,1033.478,938.795,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,85.5,25,#N/A N/A,#N/A N/A,14037.5,13830.5,52136,14250,13940,#N/A N/A,58,#N/A N/A,#N/A N/A,#N/A N/A,21850,21400,#N/A N/A,21850,21250,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13900,13892,#N/A N/A,13940,13875,18583972.22,18337962.19,#N/A N/A,18630802.22,182858.428,13,12.81,2957,13.18,12.58
5/4/2018,517.264,500.576,4071953200,525.497,498.005,950.111,920.123,9011887000,964.282,915.556,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,85.2,25,#N/A N/A,#N/A N/A,13725,13974,50108,13985,13605,#N/A N/A,58.65,#N/A N/A,#N/A N/A,#N/A N/A,21150,21375,#N/A N/A,21400,21150,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13870,13940,#N/A N/A,13977,13869,18328192.18,18378572.19,#N/A N/A,18438682.2,182462.8186,12.755,12.68,181,12.865,12.62
5/11/2018,503.595,524.02,4528996800,532.553,494.729,925.793,962.01,8975902000,976.645,910.076,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.4,25,#N/A N/A,#N/A N/A,13920,13995,24050,13931,13780,#N/A N/A,60.65,#N/A N/A,#N/A N/A,#N/A N/A,21295,20950,#N/A N/A,21295,20800,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13945,13958,#N/A N/A,14088,13945,18147202.16,18455132.2,#N/A N/A,18626942.22,183900.725,12.6,12.485,77,12.6,12.33
5/18/2018,520.571,497.854,5555061800,523.942,495.354,956.135,918.894,11153780000,962,912.557,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,89.3,25,#N/A N/A,#N/A N/A,14316,14688.5,73022,14750,14310,#N/A N/A,62.99,#N/A N/A,#N/A N/A,#N/A N/A,21025,20675,#N/A N/A,21025,20660,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13963,14153,#N/A N/A,14158,13950,18455352.2,18242462.17,#N/A N/A,18516932.21,181031.2247,12.485,12.325,1655,12.63,12.25
5/25/2018,497.227,520.829,6120937400,522.878,489.719,917.869,958.384,12182746500,963.344,904.485,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,87.95,25,#N/A N/A,#N/A N/A,14610,14724,42177,14840,14504,#N/A N/A,62.2,#N/A N/A,#N/A N/A,#N/A N/A,20650,20450,#N/A N/A,20725,20450,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14170,14120,#N/A N/A,14213,14120,18241052.17,18305472.18,#N/A N/A,18510012.21,182203.5217,12.35,11.565,4813,12.425,11.26
6/1/2018,521.319,517.626,4855192900,535.697,514.905,959.363,953.592,9797046100,983.042,947.354,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,89.25,25,#N/A N/A,#N/A N/A,14870,15380.5,29614,15188.5,14843,#N/A N/A,63.21,#N/A N/A,#N/A N/A,#N/A N/A,20675,20675,#N/A N/A,20800,20525,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14095,13894,#N/A N/A,14095,13875,18302922.18,17902962.13,#N/A N/A,18409102.19,181296.6154,11.56,11.445,3201,11.845,11.335
6/8/2018,520.293,514.694,6742828400,532.304,513.944,958.771,950.696,14561934700,979.467,949.288,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.15,25,#N/A N/A,#N/A N/A,15264,15355,39562,15749,15236.5,#N/A N/A,62.26,#N/A N/A,#N/A N/A,#N/A N/A,20595,21230,#N/A N/A,21230,20595,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13870,13930,#N/A N/A,13944,13837,17898422.13,18140182.16,#N/A N/A,18186612.17,179431.9276,11.495,11.18,4205,11.585,10.625
6/15/2018,520.293,514.694,6742828400,532.304,513.944,958.771,950.696,14561934700,979.467,949.288,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.8,25,#N/A N/A,#N/A N/A,15305,15107.5,29344,15310,15174,#N/A N/A,60.35,#N/A N/A,#N/A N/A,#N/A N/A,21250,20900,#N/A N/A,21300,20900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13870,13930,#N/A N/A,13944,13837,18167512.17,18027202.15,#N/A N/A,18318962.18,17978532.14,11.19,12.36,3842,12.435,11.155
